checkpoint,hit_id,source_path,relative_path,line_number,term,snippet,evidence_layer,classification,reason,promotion_value,score_ready,valid_for_claim,timestamp_utc
4751,HIT4751_0133,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R2FR_4282_PROJECTOR_KERNEL_AUDIT.csv,post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R2FR_4282_PROJECTOR_KERNEL_AUDIT.csv,3,q_tr,"4282,MTS_R2FR_Y5_TRANSITION_SHELL_CANCELLATION_PROJECTOR_OR_PROFILE_SOURCE_ROWS_4282,2026-07-03T14:55:14+00:00,BULK_KHAT_PROJECTOR_CANCELLATION_REJECTED_CONSERVATION_OWNERSHIP_CONTRACT_ONLY_BOUNDARY_TOPOLOGICAL_OR_PROFILE_NEXT_NONCLAIM,PK4282_1_response_ker...",generated_csv_evidence,FORMULA_DEFINITION_CAN_LINEARIZE,candidate formula definition; can be linearized into a future J_q attempt,derivation target,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0135,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R2FR_4355_CLEANUP_IMPORT_ROWS.csv,post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R2FR_4355_CLEANUP_IMPORT_ROWS.csv,2,q_tr,"CI4355_0_Khat_Gamma_split,q_tr = -div Delta_K + C_RI + C_conn + B_boundary,P_nonHilbert no longer needs to score standalone D_v Gamma_eff if the Khat/KGamma right-inverse branch is adopted,""projected div Delta_K, C_RI, C_conn and boundary terms must be zero...",generated_csv_evidence,FORMULA_DEFINITION_CAN_LINEARIZE,candidate formula definition; can be linearized into a future J_q attempt,derivation target,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0049,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\formalization-workbench\07-unification-spine.md,formalization-workbench\07-unification-spine.md,6974,Sigma_metric[q_tr],"`Sigma_metric[q_tr] := (2/sqrt(-g_obs)) delta S_tr[q_tr,g_obs]/delta g_obs`",formal_workbench,SOURCE_LIFT_DEFINITION_ONLY,defines the needed metric source lift but does not supply a zero theorem,derivation target,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0059,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\formalization-workbench\589-PPC4161-transition-shell-source-lift-or-Sigma-metric-profile-runner.md,formalization-workbench\589-PPC4161-transition-shell-source-lift-or-Sigma-metric-profile-runner.md,12,Sigma_metric[q_tr],"Sigma_metric[q_tr] := (2/sqrt(-g_obs)) delta S_tr[q_tr,g_obs] / delta g_obs",formal_workbench,SOURCE_LIFT_DEFINITION_ONLY,defines the needed metric source lift but does not supply a zero theorem,derivation target,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0060,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\formalization-workbench\589-PPC4161-transition-shell-source-lift-or-Sigma-metric-profile-runner.md,formalization-workbench\589-PPC4161-transition-shell-source-lift-or-Sigma-metric-profile-runner.md,42,Sigma_metric[q_tr],"| 4573 | MTS_R2FR_Y5_TRANSITION_SOURCE_LIFT_SIGMA_METRIC_PROFILE_RUNNER_4573 | 2026-07-06T11:09:08.709184+00:00 | ZC4573_0_define_source_lift | definition | Sigma_metric[q_tr] := (2/sqrt(-g_obs)) delta S_tr[q_tr,g_obs]/delta g_obs | The transition current b...",formal_workbench,SOURCE_LIFT_DEFINITION_ONLY,defines the needed metric source lift but does not supply a zero theorem,derivation target,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0066,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\formalization-workbench\590-PPC4161-P-metric-loc-zero-theorem-or-transition-profile-source-pack.md,formalization-workbench\590-PPC4161-P-metric-loc-zero-theorem-or-transition-profile-source-pack.md,113,Sigma_metric[q_tr],| SRC4574_00_4573_formal | 4573 source-lift contract document | D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\formalization-workbench\589-PPC4161-transition-shell-source-lift-or-Si...,formal_workbench,SOURCE_LIFT_DEFINITION_ONLY,defines the needed metric source lift but does not supply a zero theorem,derivation target,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0101,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\4573-Y5-R2FR-transition-shell-source-lift-or-Sigma_metric-profile-runner.md,post-checkpoint-work\4573-Y5-R2FR-transition-shell-source-lift-or-Sigma_metric-profile-runner.md,12,Sigma_metric[q_tr],"Sigma_metric[q_tr] := (2/sqrt(-g_obs)) delta S_tr[q_tr,g_obs] / delta g_obs",post_checkpoint_doc,SOURCE_LIFT_DEFINITION_ONLY,defines the needed metric source lift but does not supply a zero theorem,derivation target,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0102,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\4573-Y5-R2FR-transition-shell-source-lift-or-Sigma_metric-profile-runner.md,post-checkpoint-work\4573-Y5-R2FR-transition-shell-source-lift-or-Sigma_metric-profile-runner.md,42,Sigma_metric[q_tr],"| 4573 | MTS_R2FR_Y5_TRANSITION_SOURCE_LIFT_SIGMA_METRIC_PROFILE_RUNNER_4573 | 2026-07-06T11:09:08.709184+00:00 | ZC4573_0_define_source_lift | definition | Sigma_metric[q_tr] := (2/sqrt(-g_obs)) delta S_tr[q_tr,g_obs]/delta g_obs | The transition current b...",post_checkpoint_doc,SOURCE_LIFT_DEFINITION_ONLY,defines the needed metric source lift but does not supply a zero theorem,derivation target,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0103,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\4574-Y5-R2FR-P_metric-loc-zero-theorem-or-transition-profile-source-pack.md,post-checkpoint-work\4574-Y5-R2FR-P_metric-loc-zero-theorem-or-transition-profile-source-pack.md,113,Sigma_metric[q_tr],| SRC4574_00_4573_formal | 4573 source-lift contract document | D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\formalization-workbench\589-PPC4161-transition-shell-source-lift-or-Si...,post_checkpoint_doc,SOURCE_LIFT_DEFINITION_ONLY,defines the needed metric source lift but does not supply a zero theorem,derivation target,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0122,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\806-Y5-R10-transition-source-lift-action-block-gate.md,post-checkpoint-work\806-Y5-R10-transition-source-lift-action-block-gate.md,102,Sigma_metric[q_tr],Sigma_metric[q_tr] := -2/sqrt(-g) delta S_tr/delta g_loc = 0,post_checkpoint_doc,SOURCE_LIFT_DEFINITION_ONLY,defines the needed metric source lift but does not supply a zero theorem,derivation target,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0124,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\scripts\Y5_R10_transition_source_lift_action_block_gate.py,post-checkpoint-work\scripts\Y5_R10_transition_source_lift_action_block_gate.py,565,Sigma_metric[q_tr],Sigma_metric[q_tr] := -2/sqrt(-g) delta S_tr/delta g_loc = 0,post_checkpoint_doc,SOURCE_LIFT_DEFINITION_ONLY,defines the needed metric source lift but does not supply a zero theorem,derivation target,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0125,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\scripts\Y5_R2FR_4296_Pleak_transition_component_zero_attempts_or_bound_row_selection.py,post-checkpoint-work\scripts\Y5_R2FR_4296_Pleak_transition_component_zero_attempts_or_bound_row_selection.py,251,Sigma_metric[q_tr],"""Sigma_metric[q_tr] := -2/sqrt(-g) delta S_tr/delta g_loc = 0"",",post_checkpoint_doc,SOURCE_LIFT_DEFINITION_ONLY,defines the needed metric source lift but does not supply a zero theorem,derivation target,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0128,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\scripts\Y5_R2FR_4573_transition_shell_source_lift_or_Sigma_metric_profile_runner.py,post-checkpoint-work\scripts\Y5_R2FR_4573_transition_shell_source_lift_or_Sigma_metric_profile_runner.py,170,Sigma_metric[q_tr],"""condition"": ""Sigma_metric[q_tr] := (2/sqrt(-g_obs)) delta S_tr[q_tr,g_obs]/delta g_obs"",",post_checkpoint_doc,SOURCE_LIFT_DEFINITION_ONLY,defines the needed metric source lift but does not supply a zero theorem,derivation target,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0129,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\scripts\Y5_R2FR_4573_transition_shell_source_lift_or_Sigma_metric_profile_runner.py,post-checkpoint-work\scripts\Y5_R2FR_4573_transition_shell_source_lift_or_Sigma_metric_profile_runner.py,306,Sigma_metric[q_tr],"""profile_formula"": ""Sigma_metric[q_tr] := (2/sqrt(-g_obs)) delta S_tr[q_tr,g_obs]/delta g_obs"",",post_checkpoint_doc,SOURCE_LIFT_DEFINITION_ONLY,defines the needed metric source lift but does not supply a zero theorem,derivation target,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0130,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\scripts\Y5_R2FR_4573_transition_shell_source_lift_or_Sigma_metric_profile_runner.py,post-checkpoint-work\scripts\Y5_R2FR_4573_transition_shell_source_lift_or_Sigma_metric_profile_runner.py,594,Sigma_metric[q_tr],"Sigma_metric[q_tr] := (2/sqrt(-g_obs)) delta S_tr[q_tr,g_obs] / delta g_obs",post_checkpoint_doc,SOURCE_LIFT_DEFINITION_ONLY,defines the needed metric source lift but does not supply a zero theorem,derivation target,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0131,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\scripts\Y5_R2FR_4573_transition_shell_source_lift_or_Sigma_metric_profile_runner.py,post-checkpoint-work\scripts\Y5_R2FR_4573_transition_shell_source_lift_or_Sigma_metric_profile_runner.py,667,Sigma_metric[q_tr],"`Sigma_metric[q_tr] := (2/sqrt(-g_obs)) delta S_tr[q_tr,g_obs]/delta g_obs`",post_checkpoint_doc,SOURCE_LIFT_DEFINITION_ONLY,defines the needed metric source lift but does not supply a zero theorem,derivation target,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0132,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\scripts\Y5_R2FR_4574_P_metric_loc_zero_theorem_or_transition_profile_source_pack.py,post-checkpoint-work\scripts\Y5_R2FR_4574_P_metric_loc_zero_theorem_or_transition_profile_source_pack.py,129,Sigma_metric[q_tr],"(""SRC4574_00_4573_formal"", ""4573 source-lift contract document"", DOC_4573_FORMAL, ""Sigma_metric[q_tr] :=""),",post_checkpoint_doc,SOURCE_LIFT_DEFINITION_ONLY,defines the needed metric source lift but does not supply a zero theorem,derivation target,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0134,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R2FR_4296_COMPONENT_ZERO_ATTEMPTS.csv,post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R2FR_4296_COMPONENT_ZERO_ATTEMPTS.csv,5,q_tr,"4296,MTS_R2FR_Y5_PLEAK_TRANSITION_COMPONENT_ZERO_ATTEMPTS_OR_BOUND_ROW_SELECTION_4296,2026-07-03T16:54:40+00:00,FIRST_TWO_PLEAK_COMPONENTS_NOT_ZERO_DERIVED_BOUND_ROWS_SELECTED_NONCLAIM,ZA4296_P0_METRIC_NULL_BLOCK,P_nonHilbert_action_domain q_tr,metric-null ...",generated_csv_evidence,SOURCE_LIFT_DEFINITION_ONLY,defines the needed metric source lift but does not supply a zero theorem,derivation target,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0136,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R2FR_4573_SOURCE_LIFT_ZERO_CONTRACT.csv,post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R2FR_4573_SOURCE_LIFT_ZERO_CONTRACT.csv,2,Sigma_metric[q_tr],"4573,MTS_R2FR_Y5_TRANSITION_SOURCE_LIFT_SIGMA_METRIC_PROFILE_RUNNER_4573,2026-07-06T11:09:08.709184+00:00,ZC4573_0_define_source_lift,definition,""Sigma_metric[q_tr] := (2/sqrt(-g_obs)) delta S_tr[q_tr,g_obs]/delta g_obs"",""The transition current becomes a me...",generated_csv_evidence,SOURCE_LIFT_DEFINITION_ONLY,defines the needed metric source lift but does not supply a zero theorem,derivation target,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0137,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R2FR_4574_SOURCE_REGISTER.csv,post-checkpoint-work\source-intake\mts_residuals\P8_Y5_R2FR_4574_SOURCE_REGISTER.csv,2,Sigma_metric[q_tr],"SRC4574_00_4573_formal,4573 source-lift contract document,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\formalization-workbench\589-PPC4161-transition-shell-source-lift-or-Sigma-me...",generated_csv_evidence,SOURCE_LIFT_DEFINITION_ONLY,defines the needed metric source lift but does not supply a zero theorem,derivation target,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0020,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\formalization-workbench\02-claims-register.csv,formalization-workbench\02-claims-register.csv,593,K_own,"L-578,local_gr_newton_bridge,4736 proves G_K q-basic ownership only as an exact conditional theorem and stages transition-shell numeric bounds that force a current/Khat identity next.,""Generated source register, G_K theorem rows, K_B owner audit, G_K deriva...",formal_workbench,CLOSURE_STATUS_EVIDENCE,"route is described as closure or quarantine, not derivation",blocks claim,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0021,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\formalization-workbench\02-claims-register.csv,formalization-workbench\02-claims-register.csv,595,d_quar,"L-580,local_gr_newton_bridge,""4738 derives the legal trace-free Khat right-inverse shape and shows exact transition-current cancellation requires parent-owned inverse/operator, boundary and metric-null owner structure."",""Generated source register, trace-fre...",formal_workbench,CLOSURE_STATUS_EVIDENCE,"route is described as closure or quarantine, not derivation",blocks claim,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0027,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\formalization-workbench\04-variable-audit.csv,formalization-workbench\04-variable-audit.csv,83,q_tr,"q_tr,q_tr; transition exchange-current estimate,core_field,complete_routed_transition_equations_v1_first_results,""Transition exchange current that must be fully owned by quarantine, galaxy transport, cosmology exchange, or a PPN-safe local metric slot."",L^-...",formal_workbench,CLOSURE_STATUS_EVIDENCE,"route is described as closure or quarantine, not derivation",blocks claim,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0031,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\formalization-workbench\04-variable-audit.csv,formalization-workbench\04-variable-audit.csv,240,q_tr,"trace_gradient_proxy_Lcg,trace_gradient_proxy; L_cg trace warning proxy,local_gravity,complete_Lcg_gradient_trace_bound_first_results,Dimensionless warning proxy for variable-L_cg contribution to nabla Gamma_eff when Gamma_eff contains L_cg^-2 F.,dimensionl...",formal_workbench,CLOSURE_STATUS_EVIDENCE,"route is described as closure or quarantine, not derivation",blocks claim,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0032,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\formalization-workbench\04-variable-audit.csv,formalization-workbench\04-variable-audit.csv,243,q_tr,"Lcg_gradient_trace_bound_target,90-Lcg-gradient-trace-bound.md; scripts/Lcg_gradient_trace_bound.py,local_gravity,complete_Lcg_gradient_trace_bound_first_results,Completed trace-gradient gate converting variable-L_cg warnings into q_trace and shell-scale PP...",formal_workbench,CLOSURE_STATUS_EVIDENCE,"route is described as closure or quarantine, not derivation",blocks claim,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0034,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\formalization-workbench\04-variable-audit.csv,formalization-workbench\04-variable-audit.csv,260,q_tr,"q_quarantine_transition,q_Q^nu; q_quarantine^nu; quarantined transition current,core_field,conditional_pass_conservation_normalization_contract,Conservation-owned nonlocal/quarantine portion of transition exchange current.,L^-3,""q_Q^nu(x)=integral_Sigma K_Q...",formal_workbench,CLOSURE_STATUS_EVIDENCE,"route is described as closure or quarantine, not derivation",blocks claim,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0035,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\formalization-workbench\04-variable-audit.csv,formalization-workbench\04-variable-audit.csv,264,q_tr,"q_metric_local,""q_metric,loc^nu; metric-local transition current; q_loc metric slot"",local_gravity,conditional_pass_local_no_leak_contract,Metric-local slot of transition exchange current after the v1 routing split.,L^-3,""q_metric,loc^nu=P_metric_loc q_tr^n...",formal_workbench,CLOSURE_STATUS_EVIDENCE,"route is described as closure or quarantine, not derivation",blocks claim,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0036,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\formalization-workbench\04-variable-audit.csv,formalization-workbench\04-variable-audit.csv,267,Q_tr,"K_Q_transition_kernel,K_Q; nonlocal quarantine kernel; transition memory kernel,core_field,complete_transition_closure_contract_first_results,Normalized hypersurface nonlocal kernel owning quarantined transition current as an explicitly phenomenological clo...",formal_workbench,CLOSURE_STATUS_EVIDENCE,"route is described as closure or quarantine, not derivation",blocks claim,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0037,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\formalization-workbench\04-variable-audit.csv,formalization-workbench\04-variable-audit.csv,280,Q_tr,"xi_Q_transition_kernel_shape,xi_Q; closure kernel width; transition kernel shape control,core_field,conditional_pass_shared_parameter_prior_list,Dimensionless finite predeclared kernel-width or shape parameter in theta_closure.,dimensionless,xi_Q in theta_c...",formal_workbench,CLOSURE_STATUS_EVIDENCE,"route is described as closure or quarantine, not derivation",blocks claim,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0038,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\formalization-workbench\04-variable-audit.csv,formalization-workbench\04-variable-audit.csv,385,d_quar,"conservation_owned_quarantine_equations_target,134-conservation-owned-quarantine-equations.md; scripts/conservation_owned_quarantine_equations_gate.py,local_gravity,next_target,Next target to write minimal conservation-owned quarantine equations for transit...",formal_workbench,CLOSURE_STATUS_EVIDENCE,"route is described as closure or quarantine, not derivation",blocks claim,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0039,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\formalization-workbench\04-variable-audit.csv,formalization-workbench\04-variable-audit.csv,386,d_quar,"conservation_owned_quarantine_equations_run_20260528_181618,134 conservation-owned quarantine equations; scripts/conservation_owned_quarantine_equations_gate.py,local_gravity,complete_conservation_owned_quarantine_equations_gate,Gate writing explicit conser...",formal_workbench,CLOSURE_STATUS_EVIDENCE,"route is described as closure or quarantine, not derivation",blocks claim,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0040,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\formalization-workbench\04-variable-audit.csv,formalization-workbench\04-variable-audit.csv,389,q_tr,"metric_response_kernel_theorem_target,136-metric-response-kernel-theorem.md; scripts/metric_response_kernel_theorem_gate.py,local_gravity,next_target,Next target to define R_loc and test whether q_tr lies in the local metric response kernel.,document/script...",formal_workbench,CLOSURE_STATUS_EVIDENCE,"route is described as closure or quarantine, not derivation",blocks claim,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0042,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\formalization-workbench\04-variable-audit.csv,formalization-workbench\04-variable-audit.csv,403,q_tr,"boundary_topological_backup_gate_target,143-boundary-topological-backup-gate.md; scripts/boundary_topological_backup_gate.py,local_gravity,closed_by_143,Former target to test boundary/topological backup before closure demotion.,document/script target,bounda...",formal_workbench,CLOSURE_STATUS_EVIDENCE,"route is described as closure or quarantine, not derivation",blocks claim,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0043,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\formalization-workbench\04-variable-audit.csv,formalization-workbench\04-variable-audit.csv,405,q_tr,"local_transition_closure_contract_target,144-local-transition-closure-contract.md,local_gravity,next_target,Next target to state the local transition branch as explicit closure-only and separate empirical testing from local-GR derivation.,document target,q_...",formal_workbench,CLOSURE_STATUS_EVIDENCE,"route is described as closure or quarantine, not derivation",blocks claim,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0044,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\formalization-workbench\04-variable-audit.csv,formalization-workbench\04-variable-audit.csv,406,q_tr,"local_transition_closure_contract_144,144-local-transition-closure-contract.md,local_gravity,closure_only,Contract stating MTS must reduce to GR locally and GR to Newton or remain phenomenological.,document target,MTS_to_GR_to_Newton; q_metric_loc^nu=0 clos...",formal_workbench,CLOSURE_STATUS_EVIDENCE,"route is described as closure or quarantine, not derivation",blocks claim,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0045,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\formalization-workbench\05-equation-register.md,formalization-workbench\05-equation-register.md,5163,d_quar,conservation_owned_quarantine_equations_clean_closure_not_parent_derived,formal_workbench,CLOSURE_STATUS_EVIDENCE,"route is described as closure or quarantine, not derivation",blocks claim,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0046,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\formalization-workbench\05-equation-register.md,formalization-workbench\05-equation-register.md,5198,q_tr,"the closure conserves and owns q_tr, but P_metric,loc and K_A dynamics are not parent-derived.",formal_workbench,CLOSURE_STATUS_EVIDENCE,"route is described as closure or quarantine, not derivation",blocks claim,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0047,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\formalization-workbench\05-equation-register.md,formalization-workbench\05-equation-register.md,5631,Sigma_metric[q_tr],pure doubled route does not derive Sigma_metric[q_tr]=0; transition route remains contract-only closure.,formal_workbench,CLOSURE_STATUS_EVIDENCE,"route is described as closure or quarantine, not derivation",blocks claim,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0077,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\1272-Y5-R10-RAB-auxiliary-parent-necessity-from-radial-cell-variational-principle-or-finite-source-row.md,post-checkpoint-work\1272-Y5-R10-RAB-auxiliary-parent-necessity-from-radial-cell-variational-principle-or-finite-source-row.md,3,J_q,"**Current verdict:** 1272 does not derive the local reciprocity/`R_AB` zero theorem from existing radial-cell material. The exact identity `R_AB=ln(T^2S)=2 ln(J_q)` is clean, and `J_q=1` would give the desired local-GR branch, but ordinary Liouville/phase-v...",post_checkpoint_doc,FALSE_FRIEND_OTHER_SECTOR,symbol J_q appears outside the q_tr quarantine parent-map meaning,reject for this gate,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0078,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\1272-Y5-R10-RAB-auxiliary-parent-necessity-from-radial-cell-variational-principle-or-finite-source-row.md,post-checkpoint-work\1272-Y5-R10-RAB-auxiliary-parent-necessity-from-radial-cell-variational-principle-or-finite-source-row.md,7,J_q,"**No-claim guard:** no local-GR/Newton, R10, PPN, clock, orbital, zero-residual, or finite-`Z_R` row is claimed. The working statement is: `J_q=1` is the right mechanism if parent-signed, not yet a theorem.",post_checkpoint_doc,FALSE_FRIEND_OTHER_SECTOR,symbol J_q appears outside the q_tr quarantine parent-map meaning,reject for this gate,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0079,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\1272-Y5-R10-RAB-auxiliary-parent-necessity-from-radial-cell-variational-principle-or-finite-source-row.md,post-checkpoint-work\1272-Y5-R10-RAB-auxiliary-parent-necessity-from-radial-cell-variational-principle-or-finite-source-row.md,31,J_q,| RCD1272_1_liouville_phase_volume | canonical phase-volume/Liouville preservation | J_q J_p = (T sqrt(S)) * (1/(T sqrt(S))) = 1 | preserves full radial phase cell for any J_q if momentum cell compensates | FAILS_TO_DERIVE_C_R_ZERO | Liouville fixes product...,post_checkpoint_doc,FALSE_FRIEND_OTHER_SECTOR,symbol J_q appears outside the q_tr quarantine parent-map meaning,reject for this gate,False,False,2026-07-08T01:06:38+00:00
4751,HIT4751_0080,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\1272-Y5-R10-RAB-auxiliary-parent-necessity-from-radial-cell-variational-principle-or-finite-source-row.md,post-checkpoint-work\1272-Y5-R10-RAB-auxiliary-parent-necessity-from-radial-cell-variational-principle-or-finite-source-row.md,32,J_q,| RCD1272_2_radial_configuration_cell_normalization | parent primitive preserves the radial observer configuration cell separately | J_q=1 -> T sqrt(S)=1 -> C_R=ln(T^2S)=0 | a multiplier term int mu_parent Lambda_R C_R would enforce the local reciprocal con...,post_checkpoint_doc,FALSE_FRIEND_OTHER_SECTOR,symbol J_q appears outside the q_tr quarantine parent-map meaning,reject for this gate,False,False,2026-07-08T01:06:38+00:00
